Symbol,PN,Type,Date,Volatility
DX,N/A,QMLE-Trade,2008-12-17,0.262711
DX,N/A,QMLE-Trade,2008-12-19,0.247282
DX,N/A,QMLE-Trade,2008-12-22,0.181597
DX,N/A,QMLE-Trade,2008-12-23,0.0754625
DX,N/A,QMLE-Trade,2008-12-24,0.105479
DX,N/A,QMLE-Trade,2008-12-26,0.102653
DX,N/A,QMLE-Trade,2008-12-29,0.17112
DX,N/A,QMLE-Trade,2008-12-30,0.161669
DX,N/A,QMLE-Trade,2008-12-31,0.164632
DX,N/A,QMLE-Trade,2009-1-2,0.173746
DX,N/A,QMLE-Trade,2009-1-5,0.223702
DX,N/A,QMLE-Trade,2009-1-6,0.173181
DX,N/A,QMLE-Trade,2009-1-7,0.18621
DX,N/A,QMLE-Trade,2009-1-8,0.167082
DX,N/A,QMLE-Trade,2009-1-9,0.178994
DX,N/A,QMLE-Trade,2009-1-12,0.15871
DX,N/A,QMLE-Trade,2009-1-13,0.140038
DX,N/A,QMLE-Trade,2009-1-14,0.16234
DX,N/A,QMLE-Trade,2009-1-15,0.181533
DX,N/A,QMLE-Trade,2009-1-16,0.164136
DX,N/A,QMLE-Trade,2009-1-19,0.111857
DX,N/A,QMLE-Trade,2009-1-20,0.145396
DX,N/A,QMLE-Trade,2009-1-21,0.196143
DX,N/A,QMLE-Trade,2009-1-22,0.156615
DX,N/A,QMLE-Trade,2009-1-23,0.144121
DX,N/A,QMLE-Trade,2009-1-26,0.153262
DX,N/A,QMLE-Trade,2009-1-27,0.174772
DX,N/A,QMLE-Trade,2009-1-28,0.157248
DX,N/A,QMLE-Trade,2009-1-29,0.133616
DX,N/A,QMLE-Trade,2009-1-30,0.137471
DX,N/A,QMLE-Trade,2009-2-2,0.112665
DX,N/A,QMLE-Trade,2009-2-3,0.137699
DX,N/A,QMLE-Trade,2009-2-4,0.152444
DX,N/A,QMLE-Trade,2009-2-5,0.145942
DX,N/A,QMLE-Trade,2009-2-6,0.133526
DX,N/A,QMLE-Trade,2009-2-9,0.108121
DX,N/A,QMLE-Trade,2009-2-10,0.180847
DX,N/A,QMLE-Trade,2009-2-11,0.125057
DX,N/A,QMLE-Trade,2009-2-12,0.139017
DX,N/A,QMLE-Trade,2009-2-13,0.122935
DX,N/A,QMLE-Trade,2009-2-16,0.0892682
DX,N/A,QMLE-Trade,2009-2-17,0.138968
DX,N/A,QMLE-Trade,2009-2-18,0.11079
DX,N/A,QMLE-Trade,2009-2-19,0.10064
DX,N/A,QMLE-Trade,2009-2-20,0.159808
DX,N/A,QMLE-Trade,2009-2-23,0.160837
DX,N/A,QMLE-Trade,2009-2-24,0.128174
DX,N/A,QMLE-Trade,2009-2-25,0.133593
DX,N/A,QMLE-Trade,2009-2-26,0.111803
DX,N/A,QMLE-Trade,2009-2-27,0.130378
DX,N/A,QMLE-Trade,2009-3-2,0.118303
DX,N/A,QMLE-Trade,2009-3-3,0.118015
DX,N/A,QMLE-Trade,2009-3-4,0.101964
DX,N/A,QMLE-Trade,2009-3-5,0.115666
DX,N/A,QMLE-Trade,2009-3-6,0.152195
DX,N/A,QMLE-Trade,2009-3-9,0.00124101
DX,N/A,QMLE-Trade,2009-3-10,0.144779
DX,N/A,QMLE-Trade,2009-3-11,0.149003
DX,N/A,QMLE-Trade,2009-3-12,0.167017
DX,N/A,QMLE-Trade,2009-3-13,0.118192
DX,N/A,QMLE-Trade,2009-3-16,0.117937
DX,N/A,QMLE-Trade,2009-3-17,0.107037
DX,N/A,QMLE-Trade,2009-3-18,0.221893
DX,N/A,QMLE-Trade,2009-3-19,0.161488
DX,N/A,QMLE-Trade,2009-3-20,0.165888
DX,N/A,QMLE-Trade,2009-3-23,0.143396
DX,N/A,QMLE-Trade,2009-3-24,0.135802
DX,N/A,QMLE-Trade,2009-3-25,0.182163
DX,N/A,QMLE-Trade,2009-3-26,0.112658
DX,N/A,QMLE-Trade,2009-3-27,0.128587
DX,N/A,QMLE-Trade,2009-3-30,0.12769
DX,N/A,QMLE-Trade,2009-3-31,0.118784
DX,N/A,QMLE-Trade,2009-4-1,0.109031
DX,N/A,QMLE-Trade,2009-4-2,0.173981
DX,N/A,QMLE-Trade,2009-4-3,0.105073
DX,N/A,QMLE-Trade,2009-4-6,0.092274
DX,N/A,QMLE-Trade,2009-4-7,0.108428
DX,N/A,QMLE-Trade,2009-4-8,0.109377
DX,N/A,QMLE-Trade,2009-4-9,0.109394
DX,N/A,QMLE-Trade,2009-4-13,0.100213
DX,N/A,QMLE-Trade,2009-4-14,0.100849
DX,N/A,QMLE-Trade,2009-4-15,0.10141
DX,N/A,QMLE-Trade,2009-4-16,0.10096
DX,N/A,QMLE-Trade,2009-4-17,0.0955603
DX,N/A,QMLE-Trade,2009-4-20,0.0991848
DX,N/A,QMLE-Trade,2009-4-21,0.0956769
DX,N/A,QMLE-Trade,2009-4-22,0.106491
DX,N/A,QMLE-Trade,2009-4-23,0.110499
DX,N/A,QMLE-Trade,2009-4-24,0.124639
DX,N/A,QMLE-Trade,2009-4-27,0.0985975
DX,N/A,QMLE-Trade,2009-4-28,0.0944868
DX,N/A,QMLE-Trade,2009-4-29,0.124875
DX,N/A,QMLE-Trade,2009-4-30,0.147918
DX,N/A,QMLE-Trade,2009-5-1,0.0931095
DX,N/A,QMLE-Trade,2009-5-4,0.0652993
DX,N/A,QMLE-Trade,2009-5-5,0.0960414
DX,N/A,QMLE-Trade,2009-5-6,0.119238
DX,N/A,QMLE-Trade,2009-5-7,0.149597
DX,N/A,QMLE-Trade,2009-5-8,0.506868
DX,N/A,QMLE-Trade,2009-5-11,0.0903295
DX,N/A,QMLE-Trade,2009-5-12,0.104176
DX,N/A,QMLE-Trade,2009-5-13,0.117045
DX,N/A,QMLE-Trade,2009-5-14,0.0773262
DX,N/A,QMLE-Trade,2009-5-15,0.0924922
DX,N/A,QMLE-Trade,2009-5-18,0.00021934
DX,N/A,QMLE-Trade,2009-5-19,0.0877543
DX,N/A,QMLE-Trade,2009-5-20,0.104262
DX,N/A,QMLE-Trade,2009-5-21,0.134967
DX,N/A,QMLE-Trade,2009-5-22,0.118095
DX,N/A,QMLE-Trade,2009-5-25,0.0684637
DX,N/A,QMLE-Trade,2009-5-26,0.0936131
DX,N/A,QMLE-Trade,2009-5-27,0.129732
DX,N/A,QMLE-Trade,2009-5-28,0.126983
DX,N/A,QMLE-Trade,2009-5-29,0.113826
DX,N/A,QMLE-Trade,2009-6-1,0.143713
DX,N/A,QMLE-Trade,2009-6-2,0.124397
DX,N/A,QMLE-Trade,2009-6-3,0.13382
DX,N/A,QMLE-Trade,2009-6-4,0.143952
DX,N/A,QMLE-Trade,2009-6-5,0.149189
DX,N/A,QMLE-Trade,2009-6-8,0.131488
DX,N/A,QMLE-Trade,2009-6-9,0.125945
DX,N/A,QMLE-Trade,2009-6-10,0.149804
DX,N/A,QMLE-Trade,2009-6-11,0.14497
DX,N/A,QMLE-Trade,2009-6-12,0.114441
DX,N/A,QMLE-Trade,2009-6-15,0.101939
DX,N/A,QMLE-Trade,2009-6-16,0.122701
DX,N/A,QMLE-Trade,2009-6-17,0.107762
DX,N/A,QMLE-Trade,2009-6-18,0.109821
DX,N/A,QMLE-Trade,2009-6-19,0.105034
DX,N/A,QMLE-Trade,2009-6-22,0.0973823
DX,N/A,QMLE-Trade,2009-6-23,0.109678
DX,N/A,QMLE-Trade,2009-6-24,0.145255
DX,N/A,QMLE-Trade,2009-6-25,0.0969507
DX,N/A,QMLE-Trade,2009-6-26,0.105861
DX,N/A,QMLE-Trade,2009-6-29,0.0905965
DX,N/A,QMLE-Trade,2009-6-30,0.0950347
DX,N/A,QMLE-Trade,2009-7-1,0.0958676
DX,N/A,QMLE-Trade,2009-7-2,0.0866874
DX,N/A,QMLE-Trade,2009-7-3,0.0524742
DX,N/A,QMLE-Trade,2009-7-6,0.0801974
DX,N/A,QMLE-Trade,2009-7-7,0.0963085
DX,N/A,QMLE-Trade,2009-7-8,0.0770429
DX,N/A,QMLE-Trade,2009-7-9,0.0954181
DX,N/A,QMLE-Trade,2009-7-10,0.0800247
DX,N/A,QMLE-Trade,2009-7-13,0.0668895
DX,N/A,QMLE-Trade,2009-7-14,0.0838499
DX,N/A,QMLE-Trade,2009-7-15,0.0771938
DX,N/A,QMLE-Trade,2009-7-16,0.0810238
DX,N/A,QMLE-Trade,2009-7-17,0.0686721
DX,N/A,QMLE-Trade,2009-7-20,0.0779167
DX,N/A,QMLE-Trade,2009-7-21,0.0811301
DX,N/A,QMLE-Trade,2009-7-22,0.073035
DX,N/A,QMLE-Trade,2009-7-23,0.0831879
DX,N/A,QMLE-Trade,2009-7-24,0.0651587
DX,N/A,QMLE-Trade,2009-7-27,0.0799633
DX,N/A,QMLE-Trade,2009-7-28,0.080498
DX,N/A,QMLE-Trade,2009-7-29,0.0976732
DX,N/A,QMLE-Trade,2009-7-30,0.0769062
DX,N/A,QMLE-Trade,2009-7-31,0.109503
DX,N/A,QMLE-Trade,2009-8-3,0.101762
DX,N/A,QMLE-Trade,2009-8-4,0.0730485
DX,N/A,QMLE-Trade,2009-8-5,0.0763814
DX,N/A,QMLE-Trade,2009-8-6,0.0702319
DX,N/A,QMLE-Trade,2009-8-7,0.106803
DX,N/A,QMLE-Trade,2009-8-10,0.0716586
DX,N/A,QMLE-Trade,2009-8-11,0.0714006
DX,N/A,QMLE-Trade,2009-8-12,0.109931
DX,N/A,QMLE-Trade,2009-8-13,0.0889313
DX,N/A,QMLE-Trade,2009-8-14,0.0769757
DX,N/A,QMLE-Trade,2009-8-17,0.0652791
DX,N/A,QMLE-Trade,2009-8-18,0.0697845
DX,N/A,QMLE-Trade,2009-8-19,0.0892434
DX,N/A,QMLE-Trade,2009-8-20,0.0757914
DX,N/A,QMLE-Trade,2009-8-21,0.0903425
DX,N/A,QMLE-Trade,2009-8-24,0.0653256
DX,N/A,QMLE-Trade,2009-8-25,0.0850916
DX,N/A,QMLE-Trade,2009-8-26,0.0697081
DX,N/A,QMLE-Trade,2009-8-27,0.0836866
DX,N/A,QMLE-Trade,2009-8-28,0.0734224
DX,N/A,QMLE-Trade,2009-8-31,0.0770961
DX,N/A,QMLE-Trade,2009-9-1,0.0981629
DX,N/A,QMLE-Trade,2009-9-2,0.0703031
DX,N/A,QMLE-Trade,2009-9-3,0.0810503
DX,N/A,QMLE-Trade,2009-9-4,0.0804354
DX,N/A,QMLE-Trade,2009-9-7,0.0490964
DX,N/A,QMLE-Trade,2009-9-8,0.0983995
DX,N/A,QMLE-Trade,2009-9-9,0.0694564
DX,N/A,QMLE-Trade,2009-9-10,0.0945911
DX,N/A,QMLE-Trade,2009-9-11,0.0867122
DX,N/A,QMLE-Trade,2009-9-14,0.0883901
DX,N/A,QMLE-Trade,2009-9-15,0.0877276
DX,N/A,QMLE-Trade,2009-9-16,0.0891031
DX,N/A,QMLE-Trade,2009-9-17,0.0715334
DX,N/A,QMLE-Trade,2009-9-18,0.0839385
DX,N/A,QMLE-Trade,2009-9-21,0.0843303
DX,N/A,QMLE-Trade,2009-9-22,0.0756346
DX,N/A,QMLE-Trade,2009-9-23,0.102215
DX,N/A,QMLE-Trade,2009-9-24,0.102159
DX,N/A,QMLE-Trade,2009-9-25,0.104743
DX,N/A,QMLE-Trade,2009-9-28,0.109454
DX,N/A,QMLE-Trade,2009-9-29,0.104064
DX,N/A,QMLE-Trade,2009-9-30,0.0977022
DX,N/A,QMLE-Trade,2009-10-1,0.0923977
DX,N/A,QMLE-Trade,2009-10-2,0.104339
DX,N/A,QMLE-Trade,2009-10-5,0.0707412
DX,N/A,QMLE-Trade,2009-10-6,0.0874166
DX,N/A,QMLE-Trade,2009-10-7,0.0802266
DX,N/A,QMLE-Trade,2009-10-8,0.104943
DX,N/A,QMLE-Trade,2009-10-9,0.0899338
DX,N/A,QMLE-Trade,2009-10-12,0.0781361
DX,N/A,QMLE-Trade,2009-10-13,0.0913745
DX,N/A,QMLE-Trade,2009-10-14,0.0931007
DX,N/A,QMLE-Trade,2009-10-15,0.0835513
DX,N/A,QMLE-Trade,2009-10-16,0.0883696
DX,N/A,QMLE-Trade,2009-10-19,0.0843248
DX,N/A,QMLE-Trade,2009-10-20,0.0747089
DX,N/A,QMLE-Trade,2009-10-21,0.084419
DX,N/A,QMLE-Trade,2009-10-22,0.0798032
DX,N/A,QMLE-Trade,2009-10-23,0.0706909
DX,N/A,QMLE-Trade,2009-10-26,0.0752121
DX,N/A,QMLE-Trade,2009-10-27,0.0894397
DX,N/A,QMLE-Trade,2009-10-28,0.0850595
DX,N/A,QMLE-Trade,2009-10-29,0.0725078
DX,N/A,QMLE-Trade,2009-10-30,0.0849262
DX,N/A,QMLE-Trade,2009-11-2,0.0782187
DX,N/A,QMLE-Trade,2009-11-3,0.754699
DX,N/A,QMLE-Trade,2009-11-4,0.105336
DX,N/A,QMLE-Trade,2009-11-5,0.0694439
DX,N/A,QMLE-Trade,2009-11-6,0.081721
DX,N/A,QMLE-Trade,2009-11-9,0.0685387
DX,N/A,QMLE-Trade,2009-11-10,0.0732948
DX,N/A,QMLE-Trade,2009-11-11,0.0655488
DX,N/A,QMLE-Trade,2009-11-12,0.0829519
DX,N/A,QMLE-Trade,2009-11-13,0.0707635
DX,N/A,QMLE-Trade,2009-11-16,0.0851727
DX,N/A,QMLE-Trade,2009-11-17,0.0875968
DX,N/A,QMLE-Trade,2009-11-18,0.0784925
DX,N/A,QMLE-Trade,2009-11-19,0.0795259
DX,N/A,QMLE-Trade,2009-11-20,0.712528
DX,N/A,QMLE-Trade,2009-11-23,0.0644596
DX,N/A,QMLE-Trade,2009-11-24,0.0745011
DX,N/A,QMLE-Trade,2009-11-25,0.082766
DX,N/A,QMLE-Trade,2009-11-26,0.0969943
DX,N/A,QMLE-Trade,2009-11-27,0.134762
DX,N/A,QMLE-Trade,2009-11-30,0.0927484
DX,N/A,QMLE-Trade,2009-12-1,0.0783158
DX,N/A,QMLE-Trade,2009-12-2,0.0601544
DX,N/A,QMLE-Trade,2009-12-3,0.0634466
DX,N/A,QMLE-Trade,2009-12-4,0.0924841
DX,N/A,QMLE-Trade,2009-12-7,0.0958503
DX,N/A,QMLE-Trade,2009-12-8,0.0949872
DX,N/A,QMLE-Trade,2009-12-9,0.0939472
DX,N/A,QMLE-Trade,2009-12-10,0.0708322
DX,N/A,QMLE-Trade,2009-12-11,0.0792093
DX,N/A,QMLE-Trade,2009-12-14,0.0668213
DX,N/A,QMLE-Trade,2009-12-15,0.0764578
DX,N/A,QMLE-Trade,2009-12-16,0.0850475
DX,N/A,QMLE-Trade,2009-12-17,0.093087
DX,N/A,QMLE-Trade,2009-12-18,0.0885182
DX,N/A,QMLE-Trade,2009-12-21,0.0692842
DX,N/A,QMLE-Trade,2009-12-22,0.0744168
DX,N/A,QMLE-Trade,2009-12-23,0.0660127
DX,N/A,QMLE-Trade,2009-12-24,0.0545827
DX,N/A,QMLE-Trade,2009-12-28,0.0433861
DX,N/A,QMLE-Trade,2009-12-29,0.0727744
DX,N/A,QMLE-Trade,2009-12-30,0.0750481
DX,N/A,QMLE-Trade,2009-12-31,0.0849273
DX,N/A,QMLE-Trade,2010-1-4,0.0966854
DX,N/A,QMLE-Trade,2010-1-5,0.0931777
DX,N/A,QMLE-Trade,2010-1-6,0.0918796
DX,N/A,QMLE-Trade,2010-1-7,0.0785481
DX,N/A,QMLE-Trade,2010-1-8,0.112568
DX,N/A,QMLE-Trade,2010-1-11,0.0885317
DX,N/A,QMLE-Trade,2010-1-12,0.0922126
DX,N/A,QMLE-Trade,2010-1-13,0.0812343
DX,N/A,QMLE-Trade,2010-1-14,0.0738631
DX,N/A,QMLE-Trade,2010-1-15,0.0764477
DX,N/A,QMLE-Trade,2010-1-18,0.0375668
DX,N/A,QMLE-Trade,2010-1-19,0.0739719
DX,N/A,QMLE-Trade,2010-1-20,0.0942411
DX,N/A,QMLE-Trade,2010-1-21,0.103609
DX,N/A,QMLE-Trade,2010-1-22,0.0848034
DX,N/A,QMLE-Trade,2010-1-25,0.0569921
DX,N/A,QMLE-Trade,2010-1-26,0.0692383
DX,N/A,QMLE-Trade,2010-1-27,0.0756693
DX,N/A,QMLE-Trade,2010-1-28,0.0768502
DX,N/A,QMLE-Trade,2010-1-29,0.074743
DX,N/A,QMLE-Trade,2010-2-1,0.0681853
DX,N/A,QMLE-Trade,2010-2-2,0.06278
DX,N/A,QMLE-Trade,2010-2-3,0.0657997
DX,N/A,QMLE-Trade,2010-2-4,0.0752361
DX,N/A,QMLE-Trade,2010-2-5,0.113195
DX,N/A,QMLE-Trade,2010-2-8,0.0749258
DX,N/A,QMLE-Trade,2010-2-9,0.0982638
DX,N/A,QMLE-Trade,2010-2-10,0.0942128
DX,N/A,QMLE-Trade,2010-2-11,0.0852422
DX,N/A,QMLE-Trade,2010-2-12,0.0976079
DX,N/A,QMLE-Trade,2010-2-15,0.0582726
DX,N/A,QMLE-Trade,2010-2-16,0.0711778
DX,N/A,QMLE-Trade,2010-2-17,0.0883203
DX,N/A,QMLE-Trade,2010-2-18,0.102723
DX,N/A,QMLE-Trade,2010-2-19,0.0935913
DX,N/A,QMLE-Trade,2010-2-22,0.0761265
DX,N/A,QMLE-Trade,2010-2-23,0.095697
DX,N/A,QMLE-Trade,2010-2-24,0.0872627
DX,N/A,QMLE-Trade,2010-2-25,0.0856363
DX,N/A,QMLE-Trade,2010-2-26,0.0970901
DX,N/A,QMLE-Trade,2010-3-1,0.10379
DX,N/A,QMLE-Trade,2010-3-2,0.095572
DX,N/A,QMLE-Trade,2010-3-3,0.0935801
DX,N/A,QMLE-Trade,2010-3-4,0.090659
DX,N/A,QMLE-Trade,2010-3-5,0.0795478
DX,N/A,QMLE-Trade,2010-3-8,0.0682266
DX,N/A,QMLE-Trade,2010-3-9,0.0666286
DX,N/A,QMLE-Trade,2010-3-10,0.0686292
DX,N/A,QMLE-Trade,2010-3-11,0.0620462
DX,N/A,QMLE-Trade,2010-3-12,0.0721914
DX,N/A,QMLE-Trade,2010-3-15,0.0599804
DX,N/A,QMLE-Trade,2010-3-16,0.0840288
DX,N/A,QMLE-Trade,2010-3-17,0.0636933
DX,N/A,QMLE-Trade,2010-3-18,0.0805935
DX,N/A,QMLE-Trade,2010-3-19,0.0680483
DX,N/A,QMLE-Trade,2010-3-22,0.0706774
DX,N/A,QMLE-Trade,2010-3-23,0.0725423
DX,N/A,QMLE-Trade,2010-3-24,0.102321
DX,N/A,QMLE-Trade,2010-3-25,0.0938893
DX,N/A,QMLE-Trade,2010-3-26,0.0856781
DX,N/A,QMLE-Trade,2010-3-29,0.0696761
DX,N/A,QMLE-Trade,2010-3-30,0.0681546
DX,N/A,QMLE-Trade,2010-3-31,0.0788646
DX,N/A,QMLE-Trade,2010-4-1,0.0777087
DX,N/A,QMLE-Trade,2010-4-2,0.148408
DX,N/A,QMLE-Trade,2010-4-5,0.0618631
DX,N/A,QMLE-Trade,2010-4-6,0.0746625
DX,N/A,QMLE-Trade,2010-4-7,0.0585977
DX,N/A,QMLE-Trade,2010-4-8,0.0710217
DX,N/A,QMLE-Trade,2010-4-9,0.0796758
DX,N/A,QMLE-Trade,2010-4-12,0.07397
DX,N/A,QMLE-Trade,2010-4-13,0.0731436
DX,N/A,QMLE-Trade,2010-4-14,0.0760196
DX,N/A,QMLE-Trade,2010-4-15,0.0702126
DX,N/A,QMLE-Trade,2010-4-16,0.0796009
DX,N/A,QMLE-Trade,2010-4-19,0.0645745
DX,N/A,QMLE-Trade,2010-4-20,0.0672169
DX,N/A,QMLE-Trade,2010-4-21,0.0591256
DX,N/A,QMLE-Trade,2010-4-22,0.0802409
DX,N/A,QMLE-Trade,2010-4-23,0.092905
DX,N/A,QMLE-Trade,2010-4-26,0.080608
DX,N/A,QMLE-Trade,2010-4-27,0.0921629
DX,N/A,QMLE-Trade,2010-4-28,0.102611
DX,N/A,QMLE-Trade,2010-4-29,0.0765659
DX,N/A,QMLE-Trade,2010-4-30,0.0773828
DX,N/A,QMLE-Trade,2010-5-3,0.0869764
DX,N/A,QMLE-Trade,2010-5-4,0.0854237
DX,N/A,QMLE-Trade,2010-5-5,0.101681
DX,N/A,QMLE-Trade,2010-5-6,0.169072
DX,N/A,QMLE-Trade,2010-5-7,0.179577
DX,N/A,QMLE-Trade,2010-5-10,0.162261
DX,N/A,QMLE-Trade,2010-5-11,0.127245
DX,N/A,QMLE-Trade,2010-5-12,0.110189
DX,N/A,QMLE-Trade,2010-5-13,0.104094
DX,N/A,QMLE-Trade,2010-5-14,0.125022
DX,N/A,QMLE-Trade,2010-5-17,0.141775
DX,N/A,QMLE-Trade,2010-5-18,0.145304
DX,N/A,QMLE-Trade,2010-5-19,0.17542
DX,N/A,QMLE-Trade,2010-5-20,0.160081
DX,N/A,QMLE-Trade,2010-5-21,0.1549
DX,N/A,QMLE-Trade,2010-5-24,0.107022
DX,N/A,QMLE-Trade,2010-5-25,0.123952
DX,N/A,QMLE-Trade,2010-5-26,0.108758
DX,N/A,QMLE-Trade,2010-5-27,0.122381
DX,N/A,QMLE-Trade,2010-5-28,0.131373
DX,N/A,QMLE-Trade,2010-5-31,0.0609247
DX,N/A,QMLE-Trade,2010-6-1,0.125207
DX,N/A,QMLE-Trade,2010-6-2,0.121324
DX,N/A,QMLE-Trade,2010-6-3,0.0925487
DX,N/A,QMLE-Trade,2010-6-4,0.121384
DX,N/A,QMLE-Trade,2010-6-7,0.104409
DX,N/A,QMLE-Trade,2010-6-8,0.103646
DX,N/A,QMLE-Trade,2010-6-9,0.0820768
DX,N/A,QMLE-Trade,2010-6-10,0.110759
DX,N/A,QMLE-Trade,2010-6-11,0.0924507
DX,N/A,QMLE-Trade,2010-6-14,0.0846063
DX,N/A,QMLE-Trade,2010-6-15,0.093293
DX,N/A,QMLE-Trade,2010-6-16,0.0790177
DX,N/A,QMLE-Trade,2010-6-17,0.0908497
DX,N/A,QMLE-Trade,2010-6-18,0.0675753
DX,N/A,QMLE-Trade,2010-6-21,0.0956334
DX,N/A,QMLE-Trade,2010-6-22,0.0879102
DX,N/A,QMLE-Trade,2010-6-23,0.0893655
DX,N/A,QMLE-Trade,2010-6-24,0.079013
DX,N/A,QMLE-Trade,2010-6-25,0.0829408
DX,N/A,QMLE-Trade,2010-6-28,0.069519
DX,N/A,QMLE-Trade,2010-6-29,0.0724684
DX,N/A,QMLE-Trade,2010-6-30,0.0909331
DX,N/A,QMLE-Trade,2010-7-1,0.102366
DX,N/A,QMLE-Trade,2010-7-2,0.0934901
DX,N/A,QMLE-Trade,2010-7-5,0.055301
DX,N/A,QMLE-Trade,2010-7-6,0.0858605
DX,N/A,QMLE-Trade,2010-7-7,0.0807299
DX,N/A,QMLE-Trade,2010-7-8,0.0703009
DX,N/A,QMLE-Trade,2010-7-9,0.0595213
DX,N/A,QMLE-Trade,2010-7-12,0.0682088
DX,N/A,QMLE-Trade,2010-7-13,0.0776748
DX,N/A,QMLE-Trade,2010-7-14,0.0804552
DX,N/A,QMLE-Trade,2010-7-15,0.0856253
DX,N/A,QMLE-Trade,2010-7-16,0.0888373
DX,N/A,QMLE-Trade,2010-7-19,0.0786898
DX,N/A,QMLE-Trade,2010-7-20,0.0814701
DX,N/A,QMLE-Trade,2010-7-21,0.0924821
DX,N/A,QMLE-Trade,2010-7-22,0.0788687
DX,N/A,QMLE-Trade,2010-7-23,0.114137
DX,N/A,QMLE-Trade,2010-7-26,0.0827068
DX,N/A,QMLE-Trade,2010-7-27,0.090227
DX,N/A,QMLE-Trade,2010-7-28,0.0710523
DX,N/A,QMLE-Trade,2010-7-29,0.0710274
DX,N/A,QMLE-Trade,2010-7-30,0.0794592
DX,N/A,QMLE-Trade,2010-8-2,0.0637445
DX,N/A,QMLE-Trade,2010-8-3,0.0675836
DX,N/A,QMLE-Trade,2010-8-4,0.070335
DX,N/A,QMLE-Trade,2010-8-5,0.0712914
DX,N/A,QMLE-Trade,2010-8-6,0.0992232
DX,N/A,QMLE-Trade,2010-8-9,0.0542748
DX,N/A,QMLE-Trade,2010-8-10,0.1088
DX,N/A,QMLE-Trade,2010-8-11,0.0997109
DX,N/A,QMLE-Trade,2010-8-12,0.101347
DX,N/A,QMLE-Trade,2010-8-13,0.0928026
