Symbol,PN,Type,Date,Volatility
CL,N/A,QMLE-Trade,2001-3-12,0.103581
CL,N/A,QMLE-Trade,2001-3-13,0.224603
CL,N/A,QMLE-Trade,2001-3-14,0.66314
CL,N/A,QMLE-Trade,2001-3-15,0.148487
CL,N/A,QMLE-Trade,2001-3-16,0.153703
CL,N/A,QMLE-Trade,2001-3-19,0.221594
CL,N/A,QMLE-Trade,2001-3-20,0.319982
CL,N/A,QMLE-Trade,2001-3-21,0.0657007
CL,N/A,QMLE-Trade,2001-3-22,0.170921
CL,N/A,QMLE-Trade,2001-3-23,0.158208
CL,N/A,QMLE-Trade,2001-3-26,0.0724783
CL,N/A,QMLE-Trade,2001-3-27,0.133262
CL,N/A,QMLE-Trade,2001-3-28,0.637232
CL,N/A,QMLE-Trade,2001-3-29,0.0476662
CL,N/A,QMLE-Trade,2001-3-30,0.0493167
CL,N/A,QMLE-Trade,2001-4-2,0.402341
CL,N/A,QMLE-Trade,2001-4-3,0.343484
CL,N/A,QMLE-Trade,2001-4-4,0.365067
CL,N/A,QMLE-Trade,2001-4-5,0.132094
CL,N/A,QMLE-Trade,2001-4-6,0.130173
CL,N/A,QMLE-Trade,2001-4-9,0.136188
CL,N/A,QMLE-Trade,2001-4-10,0.21216
CL,N/A,QMLE-Trade,2001-4-11,0.126636
CL,N/A,QMLE-Trade,2001-4-12,0.103087
CL,N/A,QMLE-Trade,2001-4-16,0.356582
CL,N/A,QMLE-Trade,2001-4-17,0.262054
CL,N/A,QMLE-Trade,2001-4-18,0.0716237
CL,N/A,QMLE-Trade,2001-4-19,0.151683
CL,N/A,QMLE-Trade,2001-4-20,0.178011
CL,N/A,QMLE-Trade,2001-4-23,0.134419
CL,N/A,QMLE-Trade,2001-4-24,0.559017
CL,N/A,QMLE-Trade,2001-4-25,0.273137
CL,N/A,QMLE-Trade,2001-4-26,0.429621
CL,N/A,QMLE-Trade,2001-4-27,0.0877326
CL,N/A,QMLE-Trade,2001-4-30,0.15564
CL,N/A,QMLE-Trade,2001-5-1,0.364005
CL,N/A,QMLE-Trade,2001-5-2,0.285613
CL,N/A,QMLE-Trade,2001-5-3,0.491918
CL,N/A,QMLE-Trade,2001-5-4,0.0742841
CL,N/A,QMLE-Trade,2001-5-7,0.387713
CL,N/A,QMLE-Trade,2001-5-8,0.272817
CL,N/A,QMLE-Trade,2001-5-9,0.569552
CL,N/A,QMLE-Trade,2001-5-10,0.172263
CL,N/A,QMLE-Trade,2001-5-11,0.0706625
CL,N/A,QMLE-Trade,2001-5-14,0.128286
CL,N/A,QMLE-Trade,2001-5-15,0.230683
CL,N/A,QMLE-Trade,2001-5-16,0.180165
CL,N/A,QMLE-Trade,2001-5-17,0.161004
CL,N/A,QMLE-Trade,2001-5-18,0.537796
CL,N/A,QMLE-Trade,2001-5-21,0.152767
CL,N/A,QMLE-Trade,2001-5-22,0.180294
CL,N/A,QMLE-Trade,2001-5-23,0.0871453
CL,N/A,QMLE-Trade,2001-5-24,0.713975
CL,N/A,QMLE-Trade,2001-5-25,0.0550126
CL,N/A,QMLE-Trade,2001-5-29,0.134785
CL,N/A,QMLE-Trade,2001-5-30,0.203778
CL,N/A,QMLE-Trade,2001-5-31,0.205337
CL,N/A,QMLE-Trade,2001-6-1,0.170553
CL,N/A,QMLE-Trade,2001-6-4,0.195316
CL,N/A,QMLE-Trade,2001-6-5,0.184758
CL,N/A,QMLE-Trade,2001-6-6,0.0870035
CL,N/A,QMLE-Trade,2001-6-7,0.196442
CL,N/A,QMLE-Trade,2001-6-8,0.257895
CL,N/A,QMLE-Trade,2001-6-11,0.175927
CL,N/A,QMLE-Trade,2001-6-12,0.165683
CL,N/A,QMLE-Trade,2001-6-13,0.40376
CL,N/A,QMLE-Trade,2001-6-14,0.160341
CL,N/A,QMLE-Trade,2001-6-15,0.00193744
CL,N/A,QMLE-Trade,2001-6-18,0.432022
CL,N/A,QMLE-Trade,2001-6-19,0.187677
CL,N/A,QMLE-Trade,2001-6-20,0.667882
CL,N/A,QMLE-Trade,2001-6-21,0.137873
CL,N/A,QMLE-Trade,2001-6-22,0.145413
CL,N/A,QMLE-Trade,2001-6-25,0.206428
CL,N/A,QMLE-Trade,2001-6-26,0.234531
CL,N/A,QMLE-Trade,2001-6-27,0.509108
CL,N/A,QMLE-Trade,2001-6-28,0.227944
CL,N/A,QMLE-Trade,2001-6-29,0.323295
CL,N/A,QMLE-Trade,2001-7-2,0.350732
CL,N/A,QMLE-Trade,2001-7-3,0.139866
CL,N/A,QMLE-Trade,2001-7-5,0.368569
CL,N/A,QMLE-Trade,2001-7-6,0.155124
CL,N/A,QMLE-Trade,2001-7-9,0.21652
CL,N/A,QMLE-Trade,2001-7-10,0.123666
CL,N/A,QMLE-Trade,2001-7-11,0.109949
CL,N/A,QMLE-Trade,2001-7-12,0.248423
CL,N/A,QMLE-Trade,2001-7-13,0.137187
CL,N/A,QMLE-Trade,2001-7-16,0.219385
CL,N/A,QMLE-Trade,2001-7-17,0.463287
CL,N/A,QMLE-Trade,2001-7-18,0.322773
CL,N/A,QMLE-Trade,2001-7-19,0.302024
CL,N/A,QMLE-Trade,2001-7-20,0.337609
CL,N/A,QMLE-Trade,2001-7-23,0.199438
CL,N/A,QMLE-Trade,2001-7-24,0.0868004
CL,N/A,QMLE-Trade,2001-7-25,0.20487
CL,N/A,QMLE-Trade,2001-7-26,0.138526
CL,N/A,QMLE-Trade,2001-7-27,0.117537
CL,N/A,QMLE-Trade,2001-7-30,0.22697
CL,N/A,QMLE-Trade,2001-7-31,0.202295
CL,N/A,QMLE-Trade,2001-8-1,0.130254
CL,N/A,QMLE-Trade,2001-8-2,0.256109
CL,N/A,QMLE-Trade,2001-8-3,0.136639
CL,N/A,QMLE-Trade,2001-8-6,0.0913705
CL,N/A,QMLE-Trade,2001-8-7,0.224701
CL,N/A,QMLE-Trade,2001-8-8,0.261762
CL,N/A,QMLE-Trade,2001-8-9,0.184754
CL,N/A,QMLE-Trade,2001-8-10,0.0982717
CL,N/A,QMLE-Trade,2001-8-13,0.241594
CL,N/A,QMLE-Trade,2001-8-14,0.145085
CL,N/A,QMLE-Trade,2001-8-15,0.352839
CL,N/A,QMLE-Trade,2001-8-16,0.112618
CL,N/A,QMLE-Trade,2001-8-17,0.369283
CL,N/A,QMLE-Trade,2001-8-20,0.321036
CL,N/A,QMLE-Trade,2001-8-21,0.211355
CL,N/A,QMLE-Trade,2001-8-22,0.0556587
CL,N/A,QMLE-Trade,2001-8-23,0.307139
CL,N/A,QMLE-Trade,2001-8-24,0.0859104
CL,N/A,QMLE-Trade,2001-8-27,0.272604
CL,N/A,QMLE-Trade,2001-8-28,0.310192
CL,N/A,QMLE-Trade,2001-8-29,0.135537
CL,N/A,QMLE-Trade,2001-8-30,0.175906
CL,N/A,QMLE-Trade,2001-8-31,0.0788056
CL,N/A,QMLE-Trade,2001-9-4,0.134138
CL,N/A,QMLE-Trade,2001-9-5,0.115272
CL,N/A,QMLE-Trade,2001-9-6,0.306543
CL,N/A,QMLE-Trade,2001-9-7,0.102164
CL,N/A,QMLE-Trade,2001-9-10,0.204984
CL,N/A,QMLE-Trade,2001-9-14,0.302176
CL,N/A,QMLE-Trade,2001-9-18,0.255051
CL,N/A,QMLE-Trade,2001-9-19,0.372651
CL,N/A,QMLE-Trade,2001-9-20,0.220822
CL,N/A,QMLE-Trade,2001-9-21,0.300829
CL,N/A,QMLE-Trade,2001-9-24,1.04987
CL,N/A,QMLE-Trade,2001-9-25,0.692616
CL,N/A,QMLE-Trade,2001-9-26,0.938079
CL,N/A,QMLE-Trade,2001-9-27,0.189436
CL,N/A,QMLE-Trade,2001-9-28,0.225877
CL,N/A,QMLE-Trade,2001-10-1,0.438711
CL,N/A,QMLE-Trade,2001-10-2,0.392716
CL,N/A,QMLE-Trade,2001-10-3,0.163975
CL,N/A,QMLE-Trade,2001-10-4,0.298865
CL,N/A,QMLE-Trade,2001-10-5,0.225725
CL,N/A,QMLE-Trade,2001-10-8,0.331171
CL,N/A,QMLE-Trade,2001-10-10,0.24984
CL,N/A,QMLE-Trade,2001-10-11,0.320049
CL,N/A,QMLE-Trade,2001-10-12,0.484951
CL,N/A,QMLE-Trade,2001-10-15,0.33299
CL,N/A,QMLE-Trade,2001-10-16,0.252962
CL,N/A,QMLE-Trade,2001-10-17,0.359936
CL,N/A,QMLE-Trade,2001-10-18,0.222391
CL,N/A,QMLE-Trade,2001-10-19,0.197098
CL,N/A,QMLE-Trade,2001-10-22,0.149151
CL,N/A,QMLE-Trade,2001-10-23,0.445897
CL,N/A,QMLE-Trade,2001-10-24,0.101969
CL,N/A,QMLE-Trade,2001-10-25,0.250609
CL,N/A,QMLE-Trade,2001-10-26,0.129614
CL,N/A,QMLE-Trade,2001-10-29,0.291693
CL,N/A,QMLE-Trade,2001-10-30,0.289468
CL,N/A,QMLE-Trade,2001-11-2,0.337846
CL,N/A,QMLE-Trade,2001-11-6,0.186808
CL,N/A,QMLE-Trade,2001-11-7,0.174156
CL,N/A,QMLE-Trade,2001-11-8,0.445147
CL,N/A,QMLE-Trade,2001-11-9,0.437313
CL,N/A,QMLE-Trade,2001-11-12,0.54563
CL,N/A,QMLE-Trade,2001-11-13,0.314043
CL,N/A,QMLE-Trade,2001-11-14,0.521506
CL,N/A,QMLE-Trade,2001-11-15,1.40146
CL,N/A,QMLE-Trade,2001-11-16,0.501075
CL,N/A,QMLE-Trade,2001-11-19,0.954273
CL,N/A,QMLE-Trade,2001-11-20,0.455529
CL,N/A,QMLE-Trade,2001-11-26,0.524537
CL,N/A,QMLE-Trade,2001-11-27,0.776423
CL,N/A,QMLE-Trade,2001-11-28,0.119311
CL,N/A,QMLE-Trade,2001-11-29,0.56972
CL,N/A,QMLE-Trade,2001-11-30,0.402994
CL,N/A,QMLE-Trade,2001-12-3,0.764615
CL,N/A,QMLE-Trade,2001-12-4,0.638428
CL,N/A,QMLE-Trade,2001-12-5,0.735398
CL,N/A,QMLE-Trade,2001-12-6,0.773758
CL,N/A,QMLE-Trade,2001-12-7,0.232531
CL,N/A,QMLE-Trade,2001-12-10,0.236098
CL,N/A,QMLE-Trade,2001-12-11,0.296056
CL,N/A,QMLE-Trade,2001-12-12,0.283796
CL,N/A,QMLE-Trade,2001-12-13,0.258424
CL,N/A,QMLE-Trade,2001-12-14,0.179166
CL,N/A,QMLE-Trade,2001-12-17,0.320931
CL,N/A,QMLE-Trade,2001-12-19,0.200695
CL,N/A,QMLE-Trade,2001-12-20,0.584169
CL,N/A,QMLE-Trade,2001-12-26,1.26482
CL,N/A,QMLE-Trade,2001-12-27,0.376639
CL,N/A,QMLE-Trade,2001-12-28,0.292668
CL,N/A,QMLE-Trade,2001-12-31,0.211073
CL,N/A,QMLE-Trade,2002-1-2,0.790419
CL,N/A,QMLE-Trade,2002-1-3,0.413645
CL,N/A,QMLE-Trade,2002-1-4,0.237562
CL,N/A,QMLE-Trade,2002-1-7,0.209115
CL,N/A,QMLE-Trade,2002-1-8,0.227783
CL,N/A,QMLE-Trade,2002-1-9,0.465057
CL,N/A,QMLE-Trade,2002-1-10,0.326017
CL,N/A,QMLE-Trade,2002-1-11,0.119101
CL,N/A,QMLE-Trade,2002-1-14,0.506431
CL,N/A,QMLE-Trade,2002-1-15,0.314336
CL,N/A,QMLE-Trade,2002-1-16,0.488379
CL,N/A,QMLE-Trade,2002-1-17,0.780264
CL,N/A,QMLE-Trade,2002-1-22,0.288243
CL,N/A,QMLE-Trade,2002-1-23,0.265635
CL,N/A,QMLE-Trade,2002-1-24,0.355171
CL,N/A,QMLE-Trade,2002-1-25,0.252129
CL,N/A,QMLE-Trade,2002-1-28,0.37015
CL,N/A,QMLE-Trade,2002-1-29,0.259693
CL,N/A,QMLE-Trade,2002-1-30,0.211915
CL,N/A,QMLE-Trade,2002-1-31,0.338786
CL,N/A,QMLE-Trade,2002-2-1,0.348494
CL,N/A,QMLE-Trade,2002-2-4,0.269098
CL,N/A,QMLE-Trade,2002-2-5,0.263154
CL,N/A,QMLE-Trade,2002-2-6,0.300555
CL,N/A,QMLE-Trade,2002-2-7,0.246327
CL,N/A,QMLE-Trade,2002-2-8,0.0742677
CL,N/A,QMLE-Trade,2002-2-11,1.03289
CL,N/A,QMLE-Trade,2002-2-12,0.441362
CL,N/A,QMLE-Trade,2002-2-13,0.437467
CL,N/A,QMLE-Trade,2002-2-14,0.266133
CL,N/A,QMLE-Trade,2002-2-15,0.221906
CL,N/A,QMLE-Trade,2002-2-19,0.212407
CL,N/A,QMLE-Trade,2002-2-20,0.450841
CL,N/A,QMLE-Trade,2002-2-21,0.233792
CL,N/A,QMLE-Trade,2002-2-22,0.201157
CL,N/A,QMLE-Trade,2002-2-25,0.469277
CL,N/A,QMLE-Trade,2002-2-26,0.600744
CL,N/A,QMLE-Trade,2002-2-27,0.194928
CL,N/A,QMLE-Trade,2002-2-28,0.31593
CL,N/A,QMLE-Trade,2002-3-1,0.257871
CL,N/A,QMLE-Trade,2002-3-4,0.20069
CL,N/A,QMLE-Trade,2002-3-5,0.363584
CL,N/A,QMLE-Trade,2002-3-6,0.322715
CL,N/A,QMLE-Trade,2002-3-7,0.240184
CL,N/A,QMLE-Trade,2002-3-8,0.276973
CL,N/A,QMLE-Trade,2002-3-11,0.260306
CL,N/A,QMLE-Trade,2002-3-12,0.323669
CL,N/A,QMLE-Trade,2002-3-13,0.188619
CL,N/A,QMLE-Trade,2002-3-14,0.361004
CL,N/A,QMLE-Trade,2002-3-15,0.170816
CL,N/A,QMLE-Trade,2002-3-18,0.462938
CL,N/A,QMLE-Trade,2002-3-19,0.138256
CL,N/A,QMLE-Trade,2002-3-20,0.351758
CL,N/A,QMLE-Trade,2002-3-21,0.497738
CL,N/A,QMLE-Trade,2002-3-22,0.117056
CL,N/A,QMLE-Trade,2002-3-25,0.279496
CL,N/A,QMLE-Trade,2002-3-26,0.427993
CL,N/A,QMLE-Trade,2002-3-27,0.237563
CL,N/A,QMLE-Trade,2002-3-28,0.150569
CL,N/A,QMLE-Trade,2002-4-1,0.260689
CL,N/A,QMLE-Trade,2002-4-2,0.532333
CL,N/A,QMLE-Trade,2002-4-3,0.169888
CL,N/A,QMLE-Trade,2002-4-4,0.960395
CL,N/A,QMLE-Trade,2002-4-5,0.388549
CL,N/A,QMLE-Trade,2002-4-8,0.509544
CL,N/A,QMLE-Trade,2002-4-9,0.428235
CL,N/A,QMLE-Trade,2002-4-10,0.322867
CL,N/A,QMLE-Trade,2002-4-11,0.30381
CL,N/A,QMLE-Trade,2002-4-12,0.413664
CL,N/A,QMLE-Trade,2002-4-15,0.662735
CL,N/A,QMLE-Trade,2002-4-16,0.242602
CL,N/A,QMLE-Trade,2002-4-17,0.361862
CL,N/A,QMLE-Trade,2002-4-18,0.257137
CL,N/A,QMLE-Trade,2002-4-19,0.198563
CL,N/A,QMLE-Trade,2002-4-22,0.211172
CL,N/A,QMLE-Trade,2002-4-23,0.286568
CL,N/A,QMLE-Trade,2002-4-24,0.209753
CL,N/A,QMLE-Trade,2002-4-25,0.196829
CL,N/A,QMLE-Trade,2002-4-26,0.174058
CL,N/A,QMLE-Trade,2002-4-29,0.358773
CL,N/A,QMLE-Trade,2002-4-30,0.305164
CL,N/A,QMLE-Trade,2002-5-1,0.163749
CL,N/A,QMLE-Trade,2002-5-2,0.198003
CL,N/A,QMLE-Trade,2002-5-3,0.065481
CL,N/A,QMLE-Trade,2002-5-6,0.21786
CL,N/A,QMLE-Trade,2002-5-7,0.388038
CL,N/A,QMLE-Trade,2002-5-8,0.484116
CL,N/A,QMLE-Trade,2002-5-9,0.134688
CL,N/A,QMLE-Trade,2002-5-10,0.173268
CL,N/A,QMLE-Trade,2002-5-13,0.592512
CL,N/A,QMLE-Trade,2002-5-14,0.256298
CL,N/A,QMLE-Trade,2002-5-15,0.411729
CL,N/A,QMLE-Trade,2002-5-16,0.290104
CL,N/A,QMLE-Trade,2002-5-17,0.244187
CL,N/A,QMLE-Trade,2002-5-20,0.153189
CL,N/A,QMLE-Trade,2002-5-21,0.356025
CL,N/A,QMLE-Trade,2002-5-22,0.228295
CL,N/A,QMLE-Trade,2002-5-23,0.323145
CL,N/A,QMLE-Trade,2002-5-24,0.130887
CL,N/A,QMLE-Trade,2002-5-28,0.265045
CL,N/A,QMLE-Trade,2002-5-29,0.439516
CL,N/A,QMLE-Trade,2002-5-30,0.28915
CL,N/A,QMLE-Trade,2002-5-31,0.293758
CL,N/A,QMLE-Trade,2002-6-3,0.156409
CL,N/A,QMLE-Trade,2002-6-4,0.130584
CL,N/A,QMLE-Trade,2002-6-5,0.128292
CL,N/A,QMLE-Trade,2002-6-6,0.304696
CL,N/A,QMLE-Trade,2002-6-7,0.0961099
CL,N/A,QMLE-Trade,2002-6-10,0.301854
CL,N/A,QMLE-Trade,2002-6-11,0.121964
CL,N/A,QMLE-Trade,2002-6-12,0.202929
CL,N/A,QMLE-Trade,2002-6-13,0.40306
CL,N/A,QMLE-Trade,2002-6-14,0.13517
CL,N/A,QMLE-Trade,2002-6-17,0.210423
CL,N/A,QMLE-Trade,2002-6-18,0.308391
CL,N/A,QMLE-Trade,2002-6-19,0.162388
CL,N/A,QMLE-Trade,2002-6-20,0.0677266
CL,N/A,QMLE-Trade,2002-6-21,0.0752098
CL,N/A,QMLE-Trade,2002-6-24,0.434158
CL,N/A,QMLE-Trade,2002-6-25,0.365772
CL,N/A,QMLE-Trade,2002-6-26,0.48346
CL,N/A,QMLE-Trade,2002-6-27,0.113247
CL,N/A,QMLE-Trade,2002-6-28,0.24904
CL,N/A,QMLE-Trade,2002-7-1,0.141858
CL,N/A,QMLE-Trade,2002-7-2,0.196814
CL,N/A,QMLE-Trade,2002-7-3,0.189725
CL,N/A,QMLE-Trade,2002-7-8,0.212726
CL,N/A,QMLE-Trade,2002-7-9,0.184357
CL,N/A,QMLE-Trade,2002-7-10,0.149596
CL,N/A,QMLE-Trade,2002-7-11,0.150751
CL,N/A,QMLE-Trade,2002-7-12,0.168763
CL,N/A,QMLE-Trade,2002-7-15,0.366497
CL,N/A,QMLE-Trade,2002-7-16,0.340993
CL,N/A,QMLE-Trade,2002-7-17,0.308919
CL,N/A,QMLE-Trade,2002-7-18,0.146065
CL,N/A,QMLE-Trade,2002-7-19,0.310002
CL,N/A,QMLE-Trade,2002-7-22,0.462714
CL,N/A,QMLE-Trade,2002-7-23,0.361076
CL,N/A,QMLE-Trade,2002-7-24,0.279554
CL,N/A,QMLE-Trade,2002-7-25,0.135042
CL,N/A,QMLE-Trade,2002-7-26,0.0583015
CL,N/A,QMLE-Trade,2002-7-29,0.115544
CL,N/A,QMLE-Trade,2002-7-30,0.376327
CL,N/A,QMLE-Trade,2002-7-31,0.333399
CL,N/A,QMLE-Trade,2002-8-1,0.44733
CL,N/A,QMLE-Trade,2002-8-2,0.264815
CL,N/A,QMLE-Trade,2002-8-5,0.146203
CL,N/A,QMLE-Trade,2002-8-6,0.315312
CL,N/A,QMLE-Trade,2002-8-7,0.347493
CL,N/A,QMLE-Trade,2002-8-8,0.130403
CL,N/A,QMLE-Trade,2002-8-9,0.105128
CL,N/A,QMLE-Trade,2002-8-12,0.637113
CL,N/A,QMLE-Trade,2002-8-13,0.173572
CL,N/A,QMLE-Trade,2002-8-14,0.128443
CL,N/A,QMLE-Trade,2002-8-15,0.451099
CL,N/A,QMLE-Trade,2002-8-16,0.305582
CL,N/A,QMLE-Trade,2002-8-19,0.207125
CL,N/A,QMLE-Trade,2002-8-20,0.176885
CL,N/A,QMLE-Trade,2002-8-21,0.454715
CL,N/A,QMLE-Trade,2002-8-22,0.217007
CL,N/A,QMLE-Trade,2002-8-23,0.077135
CL,N/A,QMLE-Trade,2002-8-26,0.346721
CL,N/A,QMLE-Trade,2002-8-27,0.438657
CL,N/A,QMLE-Trade,2002-8-28,0.158078
CL,N/A,QMLE-Trade,2002-8-29,0.392974
CL,N/A,QMLE-Trade,2002-8-30,0.118131
CL,N/A,QMLE-Trade,2002-9-3,0.477676
CL,N/A,QMLE-Trade,2002-9-4,0.335943
CL,N/A,QMLE-Trade,2002-9-5,0.252831
CL,N/A,QMLE-Trade,2002-9-6,0.234644
CL,N/A,QMLE-Trade,2002-9-9,0.277335
CL,N/A,QMLE-Trade,2002-9-10,0.128325
CL,N/A,QMLE-Trade,2002-9-11,0.138821
CL,N/A,QMLE-Trade,2002-9-12,0.523714
CL,N/A,QMLE-Trade,2002-9-13,0.153769
CL,N/A,QMLE-Trade,2002-9-16,0.180443
CL,N/A,QMLE-Trade,2002-9-17,0.324631
CL,N/A,QMLE-Trade,2002-9-18,0.1054
CL,N/A,QMLE-Trade,2002-9-19,0.223879
CL,N/A,QMLE-Trade,2002-9-20,0.0661449
CL,N/A,QMLE-Trade,2002-9-23,0.359069
CL,N/A,QMLE-Trade,2002-9-24,0.320023
CL,N/A,QMLE-Trade,2002-9-25,0.220078
CL,N/A,QMLE-Trade,2002-9-26,0.221487
CL,N/A,QMLE-Trade,2002-9-27,0.109446
CL,N/A,QMLE-Trade,2002-9-30,0.118984
CL,N/A,QMLE-Trade,2002-10-1,0.152132
CL,N/A,QMLE-Trade,2002-10-2,0.233573
CL,N/A,QMLE-Trade,2002-10-3,0.266914
CL,N/A,QMLE-Trade,2002-10-4,0.142541
CL,N/A,QMLE-Trade,2002-10-7,0.179068
CL,N/A,QMLE-Trade,2002-10-8,0.273328
CL,N/A,QMLE-Trade,2002-10-9,0.164818
CL,N/A,QMLE-Trade,2002-10-10,0.149652
CL,N/A,QMLE-Trade,2002-10-11,0.148823
CL,N/A,QMLE-Trade,2002-10-14,0.466733
CL,N/A,QMLE-Trade,2002-10-15,0.229276
CL,N/A,QMLE-Trade,2002-10-16,0.237332
CL,N/A,QMLE-Trade,2002-10-17,0.299884
CL,N/A,QMLE-Trade,2002-10-18,0.0761779
CL,N/A,QMLE-Trade,2002-10-21,0.482886
CL,N/A,QMLE-Trade,2002-10-22,0.185713
CL,N/A,QMLE-Trade,2002-10-23,0.108328
CL,N/A,QMLE-Trade,2002-10-24,0.120305
CL,N/A,QMLE-Trade,2002-10-25,0.129332
CL,N/A,QMLE-Trade,2002-10-28,0.151783
CL,N/A,QMLE-Trade,2002-10-29,0.320033
CL,N/A,QMLE-Trade,2002-10-30,0.18037
CL,N/A,QMLE-Trade,2002-10-31,0.110776
CL,N/A,QMLE-Trade,2002-11-1,0.154423
CL,N/A,QMLE-Trade,2002-11-4,0.194435
CL,N/A,QMLE-Trade,2002-11-5,0.388462
CL,N/A,QMLE-Trade,2002-11-6,0.275032
CL,N/A,QMLE-Trade,2002-11-7,0.715723
CL,N/A,QMLE-Trade,2002-11-8,0.295543
CL,N/A,QMLE-Trade,2002-11-11,0.170829
CL,N/A,QMLE-Trade,2002-11-12,0.248797
CL,N/A,QMLE-Trade,2002-11-13,0.404492
CL,N/A,QMLE-Trade,2002-11-14,0.116317
CL,N/A,QMLE-Trade,2002-11-15,0.124546
CL,N/A,QMLE-Trade,2002-11-18,0.400647
CL,N/A,QMLE-Trade,2002-11-19,0.314018
CL,N/A,QMLE-Trade,2002-11-20,0.143898
CL,N/A,QMLE-Trade,2002-11-21,0.109791
CL,N/A,QMLE-Trade,2002-11-22,0.0667629
CL,N/A,QMLE-Trade,2002-11-25,0.446686
CL,N/A,QMLE-Trade,2002-11-26,0.223819
CL,N/A,QMLE-Trade,2002-11-27,0.118529
CL,N/A,QMLE-Trade,2002-12-2,0.303982
CL,N/A,QMLE-Trade,2002-12-3,0.223147
CL,N/A,QMLE-Trade,2002-12-4,0.226253
CL,N/A,QMLE-Trade,2002-12-5,0.266244
CL,N/A,QMLE-Trade,2002-12-6,0.125814
CL,N/A,QMLE-Trade,2002-12-9,0.167636
CL,N/A,QMLE-Trade,2002-12-10,0.378141
CL,N/A,QMLE-Trade,2002-12-11,0.204756
CL,N/A,QMLE-Trade,2002-12-12,0.292631
CL,N/A,QMLE-Trade,2002-12-13,0.202135
CL,N/A,QMLE-Trade,2002-12-16,0.603021
CL,N/A,QMLE-Trade,2002-12-17,0.140003
CL,N/A,QMLE-Trade,2002-12-18,0.421369
CL,N/A,QMLE-Trade,2002-12-19,0.232175
CL,N/A,QMLE-Trade,2002-12-20,0.208824
CL,N/A,QMLE-Trade,2002-12-23,0.563276
CL,N/A,QMLE-Trade,2002-12-24,0.0808963
CL,N/A,QMLE-Trade,2002-12-26,0.451729
CL,N/A,QMLE-Trade,2002-12-27,0.182412
CL,N/A,QMLE-Trade,2002-12-30,0.906343
CL,N/A,QMLE-Trade,2002-12-31,0.435445
CL,N/A,QMLE-Trade,2003-1-2,0.241488
CL,N/A,QMLE-Trade,2003-1-3,0.0832681
CL,N/A,QMLE-Trade,2003-1-6,0.339003
CL,N/A,QMLE-Trade,2003-1-7,0.325217
CL,N/A,QMLE-Trade,2003-1-8,0.363351
CL,N/A,QMLE-Trade,2003-1-9,0.58777
CL,N/A,QMLE-Trade,2003-1-10,0.271919
CL,N/A,QMLE-Trade,2003-1-13,0.473046
CL,N/A,QMLE-Trade,2003-1-14,0.262527
CL,N/A,QMLE-Trade,2003-1-15,0.292082
